iter	Logloss
141	0.5658586422
142	0.5653107121
143	0.5644762848
144	0.563921461
145	0.5632397937
146	0.5624992377
147	0.5609471994
148	0.560283235
149	0.5599132062
150	0.5596153245
151	0.5584176157
152	0.5577040302
153	0.5573038503
154	0.5569475383
155	0.555430798
156	0.5540636118
157	0.5536104622
158	0.5528175093
159	0.551916959
160	0.5514075112
161	0.5509682811
162	0.5505167052
163	0.5491721677
164	0.5486610742
165	0.5481310671
166	0.5477440516
167	0.5474892014
168	0.5468603858
169	0.5462458966
170	0.5454429145
171	0.5446171765
172	0.5438894774
173	0.5434029595
174	0.5427612418
175	0.5418918586
176	0.5412093894
177	0.5405658116
178	0.5398662032
179	0.5391082926
180	0.5388775954
181	0.5384974236
182	0.5377119353
183	0.537031537
184	0.5364010003
185	0.5358226073
186	0.5351078055
187	0.5342523038
188	0.5338613254
189	0.533635173
190	0.5331852947
191	0.5324406993
192	0.5319645456
193	0.531628293
194	0.5311742348
195	0.5301261181
196	0.5298961802
197	0.5293220275
198	0.5279220439
199	0.5274825486
200	0.5268840691
201	0.526634635
202	0.5257455189
203	0.5244969978
204	0.5240156833
205	0.5233698018
206	0.5228819011
207	0.522489781
208	0.521777282
209	0.5213095152
210	0.5209864057
211	0.5203623828
212	0.5197962592
213	0.519423435
214	0.5191698166
215	0.5187660151
216	0.5182683404
217	0.5175148981
218	0.5169509258
219	0.5167201913
220	0.5160730707
221	0.5152510446
222	0.5147200782
223	0.5144840139
224	0.5140024333
225	0.5134199727
226	0.5127963453
227	0.5122198187
228	0.5117681223
229	0.5115101665
230	0.5106841205
231	0.5100263476
232	0.5092713254
233	0.5088957659
234	0.5086451062
235	0.5081707284
236	0.5080194922
237	0.5071188147
238	0.5063120095
239	0.5051398305
240	0.5046242857
241	0.5043053952
242	0.5037697734
243	0.5029546984
244	0.5025576009
245	0.5020865344
246	0.5011450452
247	0.5004784452
248	0.5000658778
249	0.4998865534
250	0.4995135018
251	0.4992642867
252	0.4985819358
253	0.4981272658
254	0.4974319939
255	0.4971238336
256	0.4964546521
257	0.4958590983
258	0.4947716862
259	0.494526122
260	0.4941864161
261	0.4938866504
262	0.4930074656
263	0.4927865309
264	0.4925232154
265	0.491959483
266	0.4911564445
267	0.4907809991
268	0.4902618859
269	0.4900514521
270	0.489281329
271	0.4888936301
272	0.4884261118
273	0.4880039407
274	0.487448766
275	0.4869561325
276	0.4866326776
277	0.4863985099
278	0.4860258532
279	0.4854311426
280	0.4852442243
281	0.4848200913
282	0.4842473701
283	0.4835328995
284	0.4831322785
285	0.4823761138
286	0.4817268201
287	0.4810490571
288	0.4804790764
289	0.4798988975
290	0.4790300776
291	0.4782396562
292	0.4778022683
293	0.4772511372
294	0.4770400686
295	0.4768021606
296	0.476441518
297	0.4754783627
298	0.4751087389
299	0.4744577222
300	0.4737547061
301	0.4730765835
302	0.4724108507
303	0.4720251448
304	0.4718323698
305	0.4714474871
306	0.4704628914
307	0.4700006552
308	0.4697896327
309	0.4695856626
310	0.4689811853
311	0.4684535709
312	0.4678266159
313	0.4671957605
314	0.4668592033
315	0.4665494467
316	0.4657809224
317	0.4655637801
318	0.4653318373
319	0.465068701
320	0.4639646258
321	0.463155214
322	0.4625914778
323	0.4617331992
324	0.4614334702
325	0.4609229221
326	0.4604175357
327	0.4600640316
328	0.4594203849
329	0.4589864434
330	0.4584576328
331	0.4581469473
332	0.4573744953
333	0.4569220901
334	0.4561041036
335	0.4558703051
336	0.4554084725
337	0.4551161963
338	0.4548208961
339	0.4542067203
340	0.4537577562
341	0.4534237838
342	0.4529113663
343	0.4522367827
344	0.4514854914
345	0.4511031909
346	0.4505951593
347	0.4502283173
348	0.449563663
349	0.4492292532
350	0.4489877962
351	0.4483606562
352	0.4481980825
353	0.447580402
354	0.4470224043
355	0.4467328325
356	0.4466098967
357	0.4461793578
358	0.4457257551
359	0.4456291286
360	0.4451212456
361	0.4450742679
362	0.444624046
363	0.4445006463
364	0.4438281092
365	0.4435677303
366	0.443208771
367	0.4427853807
368	0.4425374562
369	0.4412948695
370	0.4409671825
371	0.4406725471
372	0.4404115431
373	0.4400659964
374	0.4397061494
375	0.4392584494
376	0.4387469258
377	0.4383866224
378	0.4379682181
379	0.4372798843
380	0.4369437025
381	0.4366870226
382	0.436477414
383	0.4357607402
384	0.4355718691
385	0.4347061513
386	0.4343595423
387	0.4340941691
388	0.4337797096
389	0.4332678703
390	0.4327345785
391	0.4320323358
392	0.431817326
393	0.4314056179
394	0.4308125573
395	0.4304918356
396	0.4301231186
397	0.4298388437
398	0.4296382655
399	0.4289467625
400	0.4287300772
401	0.4278586544
402	0.4275021729
403	0.427160638
404	0.4263650777
405	0.4260865742
406	0.425905053
407	0.4251514952
408	0.424834232
409	0.4245450863
410	0.4241574378
411	0.4238751769
412	0.423758123
413	0.4234553605
414	0.4231154338
415	0.4226618256
416	0.4223242746
417	0.4221401997
418	0.4218323574
419	0.4213835072
420	0.4213436352
421	0.4209751869
422	0.4207119178
423	0.4204721583
424	0.4200476188
425	0.4196907908
426	0.419259096
427	0.4190944568
428	0.4181898055
429	0.4178156684
430	0.4172148861
431	0.4163320162
432	0.4159308605
433	0.4158353044
434	0.4152975434
435	0.4147569885
436	0.4141705838
437	0.4136089816
438	0.4134749292
439	0.412810222
440	0.4123320352
441	0.411859494
442	0.41158344
443	0.4111755963
444	0.4105233051
445	0.410272714
446	0.409918909
447	0.4094679329
448	0.4089943865
449	0.4087607458
450	0.4085859124
451	0.4082382485
452	0.4081083445
453	0.40749642
454	0.4071924688
455	0.4067935445
456	0.4063166089
457	0.4057926112
458	0.4053814119
459	0.4051970643
460	0.4046446577
461	0.4043691143
462	0.4037291243
463	0.4033252824
464	0.4026344466
465	0.4015641511
466	0.4009259162
467	0.4006995172
468	0.399985842
469	0.3995664573
470	0.3990571486
471	0.3985290352
472	0.3980740334
473	0.3972458582
474	0.397005435
475	0.3962762675
476	0.395706069
477	0.3953528052
478	0.3950735595
479	0.3949009731
480	0.3945085475
481	0.3941126012
482	0.3934296336
483	0.3925284726
484	0.3920550805
485	0.3918895434
486	0.390763203
487	0.3903904954
488	0.3901946263
489	0.3898777562
490	0.3892479403
491	0.3891253804
492	0.388934731
493	0.3885705075
494	0.3884014062
495	0.3881497173
496	0.387603609
497	0.3872154585
498	0.3869778285
499	0.3861074109
500	0.3853665341
501	0.3850297986
502	0.3847129109
503	0.3843605079
504	0.3841065819
505	0.383880837
506	0.3836960026
507	0.3834694678
508	0.3828755057
509	0.3823823361
510	0.3822228877
511	0.3819022205
512	0.381434744
513	0.3810128997
514	0.3805177714
515	0.3801364369
516	0.3796939179
517	0.3793303898
518	0.3790589865
519	0.3788178704
520	0.3785638097
521	0.3780107576
522	0.3775590615
523	0.37720526
524	0.3764907239
525	0.3762005926
526	0.375658439
527	0.3753756642
528	0.3751538614
529	0.3749746442
530	0.3742180281
531	0.3739479391
532	0.373839803
533	0.3733525955
534	0.3731258631
535	0.372666987
536	0.3722255891
537	0.3718362909
538	0.3710346022
539	0.370490523
540	0.36964853
541	0.3694501402
542	0.369116332
543	0.3687962796
544	0.3680135951
545	0.3672139305
546	0.3669542431
547	0.3658906347
548	0.3657566959
549	0.3651825543
550	0.3647627132
551	0.3637939749
552	0.3635721748
553	0.3629259626
554	0.3621851293
555	0.3616651866
556	0.3611825843
557	0.3608334751
558	0.3606482574
559	0.3602259478
560	0.3599974692
561	0.3596693554
562	0.3594279299
563	0.3592009438
564	0.3589765908
565	0.3586444555
566	0.3582083343
567	0.3579788649
568	0.3575026982
569	0.3570391163
570	0.3569577728
571	0.3567751891
572	0.3559312126
573	0.3549973299
574	0.3546257812
575	0.3537411009
576	0.3533574553
577	0.3531580619
578	0.3529102822
579	0.3521363521
580	0.3515932196
581	0.3510731555
582	0.3507996634
583	0.3500757805
584	0.3495139454
585	0.348809128
586	0.3484853675
587	0.3482096203
588	0.3477680431
589	0.347238017
590	0.3468665093
591	0.3464062338
592	0.3459785005
593	0.3451631946
594	0.3443722141
595	0.3438778135
596	0.3436595551
597	0.3431584132
598	0.3426237991
599	0.3422566758
600	0.3416010175
601	0.3413988148
602	0.3409448314
603	0.3401383825
604	0.3396024697
605	0.3394827936
606	0.3389676168
607	0.3388365437
608	0.3386611676
609	0.3384146644
610	0.3382243816
611	0.3379189205
612	0.337709117
613	0.3372399087
614	0.3369552607
615	0.3362729156
616	0.3360083115
617	0.3354448925
618	0.3349095836
619	0.3347840159
620	0.3342755888
621	0.33371544
622	0.3332884977
623	0.3329707147
624	0.3325291744
625	0.3321228365
626	0.3319650939
627	0.331382269
628	0.3308311984
629	0.3305730361
630	0.3302108044
631	0.3297421463
632	0.3293009662
633	0.3287924494
634	0.3284843803
635	0.3277536473
636	0.3272811999
637	0.32711814
638	0.3269885993
639	0.3265727964
640	0.3260015082
641	0.3254072316
642	0.3249406879
643	0.3243730414
644	0.3239585629
645	0.3232046165
646	0.3223148055
647	0.3217623189
648	0.3213732708
649	0.3209234395
650	0.3206995653
651	0.3202402006
652	0.3197050562
653	0.3191452061
654	0.3188554482
655	0.318143316
656	0.3179863943
657	0.3174592995
658	0.3170846791
659	0.3167403893
660	0.3163707016
661	0.315951142
662	0.3153821646
663	0.3147870216
664	0.3144579602
665	0.3141947342
666	0.3138707586
667	0.313418196
668	0.3132002291
669	0.3128968706
670	0.3126191001
671	0.3120460097
672	0.3113502767
673	0.310883156
674	0.310479218
675	0.3095881215
676	0.3094274963
677	0.3088769427
678	0.3084596188
679	0.3075775333
680	0.3068337133
681	0.3063374116
682	0.3059162003
683	0.3056976716
684	0.3051026851
685	0.3042295125
686	0.3038597974
687	0.3032618532
688	0.3025730133
689	0.3017481361
690	0.3010128143
691	0.3008324576
692	0.3003899252
693	0.2997871496
694	0.2995404683
695	0.2986767373
696	0.2979667915
697	0.297380981
698	0.2968450804
699	0.29629914
700	0.2956774086
701	0.2954243975
702	0.2951787353
703	0.2947165684
704	0.2937969157
705	0.2930749419
706	0.2925512798
707	0.2918264967
708	0.2914527261
709	0.2910224781
710	0.2908060783
711	0.2905864486
712	0.2901979786
713	0.2898382525
714	0.2893302308
715	0.2887850284
716	0.2881844398
717	0.2876918271
718	0.2872611143
719	0.2867265895
720	0.2863293261
721	0.285842728
722	0.2854239593
723	0.2849674582
724	0.284481045
725	0.2840463456
726	0.2835817386
727	0.282815201
728	0.282514911
729	0.2820194268
730	0.2814932383
731	0.2812701007
732	0.2809164865
733	0.2804016965
734	0.2798350179
735	0.2794336255
736	0.2789442062
737	0.2784026036
738	0.2781419329
739	0.2779581117
740	0.2778426272
741	0.2775745043
742	0.2772717788
743	0.2768570725
744	0.2766242271
745	0.2764258644
746	0.2760828446
747	0.2755462112
748	0.2749972498
749	0.2745206171
750	0.2738889815
751	0.2734064789
752	0.2729540326
753	0.2724054765
754	0.2720018795
755	0.2715863097
756	0.2713493579
757	0.2709727708
758	0.2704332312
759	0.2702206499
760	0.269862842
761	0.2694283276
762	0.2690489713
763	0.2687173814
764	0.2684615918
765	0.2681320738
766	0.2679304918
767	0.2676573423
768	0.2674605893
769	0.2672185503
770	0.2670566542
771	0.2668341747
772	0.2661454436
773	0.2660604506
774	0.2658906773
775	0.2655417838
776	0.2648893128
777	0.2640664436
778	0.263619972
779	0.2632958067
780	0.2629829906
781	0.2625612426
782	0.2621052025
783	0.2616751535
784	0.2613117593
785	0.2609920764
786	0.2607482378
787	0.2601677528
788	0.2594610959
789	0.2588144561
790	0.2581179051
791	0.2578275541
792	0.2572185609
793	0.2566090553
794	0.2562870096
795	0.2558910048
796	0.2556392993
797	0.2554210277
798	0.2549864586
799	0.2546209789
800	0.253937454
801	0.2533943324
802	0.2530655609
803	0.2527347402
804	0.2523389044
805	0.2518031366
806	0.2514328132
807	0.2505836681
808	0.250223441
809	0.2499145373
810	0.2495867847
811	0.2492011289
812	0.2488870858
813	0.2486336601
814	0.2485109822
815	0.2482449308
816	0.2478914998
817	0.2475628495
818	0.2473176061
819	0.2469556609
820	0.2465815743
821	0.2464063219
822	0.246115359
823	0.2456056148
824	0.2453594667
825	0.2449504397
826	0.2446256274
827	0.2439993712
828	0.2437228405
829	0.2433614607
830	0.2428715801
831	0.2424575639
832	0.2421857502
833	0.2416097348
834	0.2414433223
835	0.2409270513
836	0.2402056775
837	0.2399684537
838	0.2397123534
839	0.2392478002
840	0.2390399913
841	0.2389206073
842	0.2385288435
843	0.2382188418
844	0.2378203515
845	0.2375745466
846	0.2371383671
847	0.2369772832
848	0.2363644804
849	0.2361130659
850	0.2359870652
851	0.2357096982
852	0.2353973529
853	0.2351105113
854	0.2346266871
855	0.2344238971
856	0.2340504343
857	0.2337519855
858	0.2332672222
859	0.233086542
860	0.232856357
861	0.2325762349
862	0.2319851092
863	0.231737792
864	0.2314909567
865	0.2310358034
866	0.2306260391
867	0.230387399
868	0.2300686507
869	0.2298317866
870	0.2292496947
871	0.2290424521
872	0.2288012948
873	0.2283736664
874	0.2277035893
875	0.227333865
876	0.2270405128
877	0.226505848
878	0.2259947875
879	0.2257764524
880	0.225438151
881	0.225150991
882	0.2245958173
883	0.224261507
884	0.2237794539
885	0.2232598669
886	0.2231147668
887	0.2228692952
888	0.2226222902
889	0.222482843
890	0.2221818498
891	0.2219204385
892	0.2215588796
893	0.2213445628
894	0.2210660437
895	0.2209753151
896	0.2206344358
897	0.2203969142
898	0.2200435768
899	0.21986506
900	0.2198007557
901	0.2194036836
902	0.2192607658
903	0.219147971
